Stock,Date,Identified Price,Week Day 1 Close,Week Day 2 Close,Week Day 3 Close,Week Day 4 Close,Week Day 5 Close,Week Day 6 Close,Week Day 7 Close,1 Month Close Price,3 Month Close Price,1 Week Return (%),1 Month Return (%),3 Month Return (%)
KSL,2024-06-21,893.58935546875,,,,,,,,907.46142578125,833.4500122070312,1.3866606814708282,1.5523987867137394,-6.73008724798109
THOMASCOTT,2024-06-21,297.79998779296875,,,,,,,,249.4499969482422,246.83999633789062,-5.742100835083124,-16.235726268175537,-17.11215364135798
NAVKARCORP,2024-06-21,114.62000274658203,,,,,,,,128.99000549316406,138.9199981689453,-3.7777017338134793,12.5370811396273,21.200484069162968
TTL,2024-06-24,117.37999725341797,,,,,,,,113.38999938964844,119.8499984741211,-1.3375359784978205,-3.3992144804325655,2.10427779732394
SASKEN,2024-06-24,1571.447509765625,,,,,,,,1632.54541015625,1475.5587158203125,11.958730389058033,3.8880013497706654,-6.101940621587413
NBIFIN,2024-06-25,1943.04052734375,,,,,,,,2221.73193359375,2435.0,19.866739442426105,14.343056787960437,25.319053603518366
NEULANDLAB,2024-06-25,7329.36572265625,,,,,,,,8370.0498046875,12771.099609375,1.9456460629900016,14.198828676461428,74.245631786356
DRREDDY,2024-06-26,1178.2762451171875,,,,,,,,1370.6400146484375,1330.8900146484375,4.672943284075662,16.325863338789297,12.952291125590124
SHANTIGEAR,2024-06-26,572.4678955078125,,,,,,,,647.6500244140625,614.5999755859375,6.060603152853183,13.132986058468669,7.359728014223641
DHUNINV,2024-06-27,1242.0594482421875,,,,,,,,1434.5853271484375,2420.35009765625,14.403401058147603,15.500536562780498,94.86588190940674
KPIGREEN,2024-06-28,601.12646484375,,,,,,,,643.2755126953125,598.3623046875,-0.3074976423657732,7.011677295312267,-0.4598300553891741
KEYFINSERV,2024-07-01,173.84239196777344,,,,,,,,279.3372802734375,259.25,9.088307797771163,60.68421350600175,49.12933322273848
SUVEN,2024-07-01,109.12999725341797,,,,,,,,144.25,143.10000610351562,16.768994330002744,32.18180484787107,31.128021355314118
KAUSHALYA,2024-07-01,792.2000122070312,,,,,,,,1009.4000244140625,930.0,10.205752883125228,27.4173199773025,17.394595514971602
SUNPHARMA,2024-07-02,1510.13134765625,,,,,,,,1709.050048828125,1937.026123046875,2.910008215991663,13.172278125382952,28.268718217999584
JKTYRE,2024-07-02,450.07623291015625,,,,,,,,444.75,433.3999938964844,0.6832609872812073,-1.1834068365968275,-3.7052032065422944
AGI,2024-07-04,851.4834594726562,,,,,,,,762.7478637695312,968.3499755859375,3.110043542602327,-10.421294120978116,13.725048304010443
LUPIN,2024-07-04,1751.62060546875,,,,,,,,1961.5,2194.39990234375,3.151824524108394,11.982012193507185,25.278264910368996
INOXWIND,2024-07-04,157.00999450683594,,,,,,,,179.3800048828125,239.27000427246094,1.2738042608573708,14.247507266171269,52.39157546881103
ITC,2024-07-08,443.6000061035156,,,,,,,,486.29998779296875,503.54998779296875,3.4828632725148827,9.625784738940904,13.514423098421597
